car,price,body,mileage,engV,engType,registration,year,model,drive
Honda,11000,sedan,202,2,Petrol,yes,2007,Accord,front
Honda,9700,hatch,110,1.8,Petrol,yes,2007,Civic,front
Peugeot,5250,van,240,2,Diesel,yes,2004,Expert ïàññ.,front
Mitsubishi,7300,sedan,112,1.6,Petrol,yes,2008,Lancer,front
Land Rover,79500,crossover,40,5,Petrol,yes,2014,Range Rover Sport,full
VAZ,1250,hatch,117,1.5,Gas,yes,2005,2109,front
Skoda,7600,vagon,167,1.6,Petrol,yes,2007,Octavia,front
Land Rover,39900,crossover,112,5,Petrol,yes,2010,Range Rover,full
Toyota,7500,hatch,74,1.3,Petrol,yes,2008,Yaris,front
BMW,12090,hatch,145,1.6,Petrol,yes,2010,116,rear
Audi,3050,vagon,250,2.5,Other,no,2001,A6,front
Renault,4000,van,194,1.9,Diesel,yes,2000,Kangoo ïàññ.,front
Chevrolet,6900,sedan,118,1.8,Petrol,yes,2008,Lacetti,front
Smart,7590,other,61,1,Other,yes,2012,Fortwo,rear
Toyota,51500,crossover,70,3,Diesel,yes,2015,Land Cruiser Prado,full
Peugeot,5350,van,188,1.9,Diesel,yes,2004,Partner ïàññ.,front
Mercedes-Benz,38500,sedan,134,3,Diesel,yes,2010,S 350,rear
Mitsubishi,4200,sedan,270,2,Gas,yes,1998,Galant,front
Volkswagen,2600,van,10,2.4,Diesel,yes,1988,LT ïàññ.,rear
Mitsubishi,3200,sedan,330,1.3,Gas,yes,1996,Lancer,front
Audi,5999,vagon,248,2.5,Diesel,yes,2000,A6,full
Volkswagen,52300,crossover,19,3,Diesel,yes,2014,Touareg,full
Geely,5300,sedan,70,1.8,Gas,yes,2013,Emgrand 7 (EC7),front
Peugeot,14799,vagon,130,1.6,Diesel,yes,2012,508,front
BMW,26500,sedan,70,3,Petrol,yes,2008,330,rear
Audi,43000,crossover,1,2,Petrol,yes,2016,Q3,full
BMW,139000,crossover,0,4.4,Petrol,yes,2016,X6 M,full
Daewoo,2800,sedan,171,1.3,Gas,yes,2004,Sens,front
Mercedes-Benz,3750,vagon,330,2.2,Gas,yes,1995,E-Class,rear
Mitsubishi,4500,sedan,300,1.6,Gas,yes,2000,Carisma,front
Citroen,11700,hatch,72,1.6,Diesel,yes,2012,C4,front
Porsche,0,crossover,68,4.8,Petrol,yes,2007,Cayenne,full
Mazda,8000,sedan,195,1.8,Gas,yes,2007,6,front
BMW,23500,crossover,74,2,Petrol,yes,2010,X1,rear
Opel,9100,hatch,106,2.2,Petrol,yes,2008,Vectra C,front
VAZ,1700,hatch,57,1.5,Petrol,yes,1992,21093,front
BMW,0,crossover,4,4.4,Petrol,yes,2016,X5 M,full
Chevrolet,5490,sedan,187,1.8,Petrol,yes,2007,Lacetti,front
Ford,16400,sedan,125,2.5,Petrol,yes,2012,Kuga,full
Ford,10900,sedan,89,2.5,Petrol,yes,2008,Mondeo,front
Toyota,88000,crossover,3,4.5,Diesel,yes,2016,Land Cruiser 200,full
Ford,16900,sedan,80,2,Petrol,yes,2011,Mondeo,front
Audi,4800,sedan,341,2.8,Petrol,yes,1992,100,front
VAZ,4000,sedan,146,1.6,Gas,yes,2007,2170,front
Renault,7500,vagon,168,1.5,Diesel,yes,2005,Grand Scenic,front
Audi,34500,sedan,71,2.8,Petrol,yes,2012,A6,full
BMW,24500,crossover,195,4.8,Petrol,yes,2007,X5,full
Mercedes-Benz,23700,sedan,86,1.8,Gas,yes,2013,E-Class,rear
FAW,4900,sedan,37,1.5,Petrol,yes,2013,V5,front
BMW,66500,crossover,0,2,Other,yes,2016,X5,full
Volkswagen,21900,sedan,107,3,Diesel,yes,2009,Phaeton,full
Ford,800,sedan,500,NA,Other,yes,1991,Sierra,
Infiniti,13400,crossover,137,4.5,Gas,yes,2004,FX 45,full
Daewoo,3500,hatch,220,1.5,Petrol,yes,1998,Lanos,front
Volkswagen,6950,other,217,1.9,Diesel,yes,2006,Caddy ïàññ.,
Mazda,8900,sedan,122,2,Petrol,yes,2006,6,front
Chevrolet,5900,sedan,164,1.8,Gas,yes,2006,Lacetti,front
Audi,16300,vagon,180,3.2,Petrol,yes,2006,A6 Allroad,full
Volkswagen,6700,van,16,2,Diesel,yes,2005,Caddy ïàññ.,front
Mitsubishi,8500,sedan,110,2,Petrol,yes,2008,Lancer X,front
Porsche,23900,crossover,74,4.8,Petrol,yes,2008,Cayenne,full
Skoda,5800,hatch,161,1.4,Petrol,yes,2005,Fabia,front
Nissan,14300,hatch,68,NA,Other,yes,2013,Leaf,front
Subaru,8700,hatch,112,1.5,Petrol,yes,2008,Impreza,full
Kia,9500,hatch,45,1.2,Other,yes,2012,Picanto,front
Skoda,5550,hatch,147,1.2,Petrol,yes,2008,Fabia,front
Audi,34000,crossover,119,2,Diesel,yes,2013,Q5,full
Opel,2950,vagon,278,2,Gas,yes,1995,Omega,rear
Mercedes-Benz,14800,sedan,218,3.2,Diesel,yes,2004,S 320,rear
Jeep,7200,crossover,200,4,Gas,yes,2001,Grand Cherokee,full
Suzuki,12200,hatch,15,1.3,Gas,yes,2014,Splash,
Peugeot,11900,hatch,117,1.6,Diesel,yes,2011,308,front
Nissan,17000,hatch,22,NA,Other,yes,2013,Leaf,rear
Hyundai,11990,sedan,36,1.4,Petrol,yes,2013,Accent,front
Hyundai,19500,crossover,105,3,Diesel,yes,2008,ix55 (Veracruz),full
Hyundai,39500,crossover,1,2.2,Diesel,yes,2014,Santa FE,full
Land Rover,43000,crossover,70,3.6,Diesel,yes,2010,Range Rover,full
Infiniti,25700,crossover,120,3.5,Petrol,yes,2009,FX 35,full
Land Rover,74000,crossover,49,3,Diesel,yes,2015,Range Rover Sport,full
Geely,3250,sedan,129,1.5,Gas,yes,2008,CK,front
Volkswagen,24000,sedan,3,1.6,Diesel,yes,2016,Jetta,front
Renault,4000,sedan,215,1.9,Diesel,no,2005,Laguna,front
Chevrolet,6000,sedan,140,1.5,Petrol,yes,2010,Aveo,front
VAZ,3000,sedan,140,1.5,Petrol,yes,2002,2110,front
Skoda,12300,sedan,56,1.2,Petrol,yes,2014,Rapid,front
Toyota,11550,sedan,95,2.4,Petrol,yes,2007,Camry,front
Peugeot,9200,hatch,39,1,Petrol,yes,2012,107,front
Nissan,9800,crossover,65,2,Petrol,yes,2010,Qashqai,front
Mercedes-Benz,13500,van,97,2.2,Diesel,yes,2013,Vito ãðóç.,rear
Geely,8800,sedan,53,1.8,Petrol,yes,2013,Emgrand 7 (EC7),front
Mercedes-Benz,12500,sedan,230,5,Petrol,yes,2002,E-Class,rear
ZAZ,3800,other,130,99.99,Gas,yes,2008,110557,
Toyota,20500,sedan,105,2.5,Petrol,yes,2013,Camry,front
Daewoo,2100,hatch,100,0.8,Petrol,yes,2006,Matiz,front
Daewoo,3700,sedan,86,1.3,Petrol,yes,2010,Sens,front
Mazda,7999,sedan,91,1.6,Petrol,yes,2008,3,front
Audi,19999,crossover,117,4.2,Petrol,yes,2007,Q7,full
Alfa Romeo,15999,hatch,60,1.4,Petrol,yes,2012,Giulietta,front
Honda,30500,crossover,0,2.4,Petrol,yes,2015,CR-V,full
Nissan,13700,crossover,68,2,Gas,yes,2011,Qashqai,front
Volkswagen,8900,sedan,62,1.6,Petrol,yes,2012,Polo,front
Nissan,21700,crossover,29,2,Diesel,yes,2013,X-Trail,full
Mercedes-Benz,3e+05,sedan,68,6,Petrol,yes,2011,S 600,
Toyota,19400,crossover,88,2,Petrol,yes,2011,Rav 4,full
Hyundai,12650,hatch,36,1.4,Diesel,yes,2014,i30,front
Nissan,15700,crossover,65,2,Petrol,yes,2012,Qashqai,
Audi,29999,sedan,97,3,Petrol,yes,2011,S5,full
Mazda,10650,crossover,65,2.3,Petrol,yes,2007,CX-7,full
Opel,7300,sedan,184,1.8,Petrol,yes,2006,Vectra C,
Renault,8900,van,181,1.9,Diesel,yes,2006,Trafic ïàññ.,front
Skoda,24999,sedan,44,2,Diesel,yes,2016,Octavia A7,front
Hummer,18400,crossover,147,3.5,Gas,yes,2007,H3,full
BMW,27900,crossover,140,3,Diesel,yes,2009,X5,full
Lexus,14200,sedan,130,3,Petrol,yes,2008,IS 300,rear
Skoda,17500,sedan,58,NA,Petrol,yes,2011,Superb,front
Nissan,8900,crossover,100,2,Petrol,yes,2008,X-Trail,full
Mercedes-Benz,7700,sedan,285,3,Diesel,yes,1999,E-Class,rear
VAZ,4100,crossover,117,1.7,Petrol,yes,2008,2121,full
Mazda,10800,crossover,85,2.3,Petrol,yes,2008,CX-7,full
VAZ,3150,hatch,95,1.6,Gas,yes,2008,2109,front
VAZ,5300,sedan,62,1.6,Petrol,yes,2012,2115,front
UAZ,6900,crossover,117,2.7,Petrol,yes,2008,Ïàòðèîò,full
Hyundai,6200,hatch,59,1.4,Petrol,yes,2008,Getz,front
Hyundai,14800,crossover,88,2,Gas,yes,2010,IX35,full
Lexus,23500,sedan,90,3.5,Petrol,yes,2010,GS 350,full
Skoda,4100,vagon,150,1.4,Petrol,yes,2002,Fabia,front
Mitsubishi,10500,sedan,57,1.5,Gas,yes,2011,Lancer X,front
Toyota,13200,sedan,38,1.33,Petrol,yes,2014,Corolla,front
Toyota,23700,sedan,100,2.5,Gas,yes,2014,Camry,front
Audi,7200,sedan,300,NA,Gas,yes,1999,A6,
Ford,17600,crossover,83,2.5,Gas,yes,2011,Kuga,full
Volkswagen,9200,van,248,1.9,Diesel,yes,2007,T5 (Transporter) ãðóç,front
Skoda,8600,hatch,240,NA,Petrol,yes,2003,Octavia,front
Peugeot,11200,sedan,105,1.6,Diesel,yes,2013,301,front
Opel,4800,vagon,250,1.3,Diesel,yes,2006,Combo ïàññ.,front
Daewoo,3700,sedan,185,NA,Gas,yes,2007,Nexia,front
Audi,48000,crossover,90,3,Diesel,yes,2013,Q7,full
Mercedes-Benz,13500,van,290,2.2,Diesel,yes,2007,Vito ïàññ.,rear
Honda,9900,crossover,86,2,Petrol,yes,2004,CR-V,full
Mercedes-Benz,83000,crossover,70,3,Diesel,yes,2013,GL 350,full
Hyundai,7500,sedan,150,3.3,Gas,yes,2006,Sonata,front
Volkswagen,23300,sedan,115,1.8,Petrol,yes,2012,Passat CC,
Mercedes-Benz,6500,other,315,2,Petrol,yes,1996,E-Class,rear
VAZ,3000,sedan,99,1.3,Petrol,yes,1990,2109,front
Renault,10999,vagon,216,1.5,Diesel,yes,2012,Megane,full
Opel,4500,sedan,258,2,Gas,yes,1996,Omega,rear
Mercedes-Benz,24750,sedan,212,5.5,Petrol,yes,2006,S 500,rear
Honda,5500,crossover,169,2,Gas,no,2002,CR-V,full
Peugeot,11500,sedan,146,2,Petrol,yes,2010,407,front
Lexus,25500,sedan,185,4.6,Petrol,yes,2008,LS 460,rear
Nissan,13000,crossover,159,3.5,Petrol,yes,2007,Murano,full
Toyota,14000,sedan,1,1.8,Petrol,yes,2008,Avensis,front
Renault,8999,other,126,2,Diesel,yes,2012,Trafic ãðóç.,front
Mercedes-Benz,13000,other,247,2.2,Diesel,yes,2012,Sprinter 313 ãðóç.,rear
Renault,10299,other,176,2,Diesel,yes,2013,Trafic ãðóç.,front
Volkswagen,9400,hatch,187,1.6,Petrol,yes,2008,Golf V,front
Ford,2500,van,200,2,Gas,yes,1991,Transit ïàññ.,rear
Audi,2500,hatch,200,1.6,Petrol,no,1999,A3,front
Opel,8800,van,285,1.9,Diesel,yes,2004,Vivaro ïàññ.,front
Nissan,5500,sedan,260,1.8,Gas,yes,1999,Primera,front
Volkswagen,5900,sedan,217,2.3,Petrol,yes,1999,Bora,front
Suzuki,7700,crossover,179,2,Petrol,yes,2003,Grand Vitara,full
Mercedes-Benz,7700,sedan,230,2,Petrol,yes,2001,C-Class,rear
Volkswagen,12700,van,75,1.2,Petrol,yes,2012,Caddy ïàññ.,front
Peugeot,7800,van,167,2.2,Diesel,yes,2008,Boxer ãðóç.,front
Hyundai,17500,crossover,100,2,Other,yes,2012,IX35,full
Mercedes-Benz,12700,other,198,2.2,Diesel,yes,2011,Vito ãðóç.,
Volkswagen,10300,hatch,110,1.9,Diesel,yes,2008,Caddy ïàññ.,front
Fiat,2300,hatch,286,1.6,Petrol,yes,1991,Tipo,front
Mercedes-Benz,18700,sedan,105,5.5,Petrol,yes,2006,S 500,rear
Renault,5200,sedan,160,1.4,Gas,yes,2008,Symbol,front
Nissan,23500,crossover,154,2.49,Diesel,yes,2011,Murano,full
Volkswagen,17200,crossover,220,2.5,Diesel,yes,2006,Touareg,full
Land Rover,39900,crossover,70,3,Diesel,yes,2011,Range Rover Sport,full
Skoda,14700,vagon,77,1.8,Petrol,yes,2012,Octavia Scout,full
Volkswagen,6400,van,312,2.5,Diesel,yes,2000,T4 (Transporter) ãðóç,full
Chrysler,25800,sedan,100,3.5,Gas,yes,2010,300 C,rear
Volkswagen,21500,sedan,2,1.6,Diesel,yes,2016,Jetta,front
Ford,1600,sedan,51,2,Gas,yes,1983,Sierra,rear
Chery,3300,sedan,79,1.6,Petrol,yes,2007,Amulet,front
Rover,3200,sedan,130,1.4,Petrol,yes,1988,200,front
Renault,5400,sedan,96,1.4,Petrol,yes,2007,Symbol,front
Peugeot,2800,sedan,244,2,Gas,yes,1990,605,front
Mercedes-Benz,31000,crossover,220,3.2,Diesel,yes,2008,GL 320,full
Volkswagen,9600,van,148,1.6,Diesel,yes,2011,Caddy ãðóç.,front
Nissan,17500,hatch,50,NA,Other,yes,2014,Leaf,front
Mazda,6700,sedan,240,1.8,Petrol,yes,2004,6,front
Toyota,21900,crossover,110,4,Gas,yes,2006,FJ Cruiser,
Skoda,11999,sedan,80,1.8,Petrol,yes,2012,Octavia A5,front
Daewoo,3900,sedan,129,1.5,Petrol,yes,2008,Lanos,front
Toyota,9300,sedan,107,1.8,Gas,yes,2007,Avensis,front
Audi,2600,sedan,160,2.5,Diesel,no,2002,A6,
Mercedes-Benz,40500,crossover,54,5.5,Petrol,yes,2011,GL 500,full
Renault,12800,vagon,127,1.5,Diesel,yes,2011,Megane,front
Toyota,12800,sedan,181,2.4,Petrol,yes,2008,Camry,front
Hyundai,9400,sedan,90,2,Petrol,yes,2009,Sonata,front
VAZ,1799,sedan,95,1.6,Petrol,yes,2003,2107,rear
Volkswagen,22500,other,200,2,Petrol,yes,2011,Scirocco,front
Toyota,9500,sedan,125,1.6,Petrol,yes,2009,Corolla,front
Kia,16300,crossover,100,1.7,Diesel,yes,2012,Sportage,front
Kia,6500,crossover,200,2,Petrol,yes,1997,Sportage,full
VAZ,5250,hatch,82,1.6,Gas,yes,2012,2114,front
Nissan,18500,hatch,50,NA,Other,yes,2014,Leaf,front
Mercedes-Benz,0,van,0,2.2,Diesel,yes,2016,V 250,full
Renault,5700,van,180,1.5,Diesel,yes,2007,Kangoo ïàññ.,front
BMW,2700,sedan,220,2.5,Petrol,no,2002,525,rear
Mercedes-Benz,2150,sedan,360,2.9,Diesel,no,1997,E-Class,rear
Hyundai,15500,crossover,22,2,Petrol,yes,2010,IX35,front
Volkswagen,9500,van,188,1.9,Diesel,yes,2006,T5 (Transporter) ïàññ.,front
Chevrolet,6300,sedan,150,NA,Gas,yes,2008,Aveo,front
Skoda,4700,hatch,145,1.2,Gas,yes,2004,Fabia,front
Opel,11000,sedan,115,2.2,Petrol,yes,2007,Vectra C,front
Volkswagen,15850,crossover,98,2,Diesel,yes,2008,Tiguan,full
Peugeot,7650,other,186,1.6,Diesel,no,2012,308,front
Hyundai,12000,hatch,7,1.4,Petrol,yes,2013,i30,front
Honda,9699,hatch,101,1.8,Petrol,yes,2007,Civic,front
Peugeot,9500,other,39,1.6,Petrol,yes,2009,308,front
Skoda,12300,sedan,109,1.9,Diesel,yes,2009,Octavia A5,front
Hyundai,7500,hatch,150,1.25,Petrol,yes,2011,i20,front
Honda,12400,sedan,152,2,Petrol,yes,2008,Accord,front
Renault,4999,sedan,140,1.4,Petrol,yes,2011,Logan,front
Toyota,3300,van,345,2.4,Diesel,yes,1992,Hiace ïàññ.,rear
Hyundai,16900,crossover,78,2,Petrol,yes,2011,IX35,full
Mitsubishi,18700,crossover,52,2,Petrol,yes,2013,Outlander XL,
Audi,25900,sedan,104,2.8,Petrol,yes,2010,A6,full
Hyundai,4600,hatch,140,1.1,Gas,yes,2006,Getz,front
Ford,15900,hatch,11,1,Petrol,yes,2015,Focus,front
Volkswagen,4999,sedan,145,2,Petrol,yes,2000,Bora,front
Skoda,11500,sedan,99,1.6,Petrol,yes,2010,Octavia A5,front
Ford,3200,sedan,190,2.3,Gas,yes,1997,Scorpio,rear
Volkswagen,20300,other,30,1.4,Petrol,yes,2013,Scirocco,front
Honda,14500,crossover,107,2.4,Gas,yes,2008,CR-V,full
Skoda,7750,vagon,109,2,Petrol,yes,2001,Octavia Tour,front
Mercedes-Benz,14200,crossover,210,NA,Gas,yes,2004,ML 350,full
Mitsubishi,8500,hatch,65,1.3,Petrol,yes,2010,Colt,front
Nissan,7500,sedan,160,1.6,Petrol,yes,2006,Primera,front
Citroen,10600,hatch,61,1.6,Petrol,yes,2011,C3,front
Mitsubishi,17800,crossover,111,2.4,Petrol,yes,2011,Outlander XL,full
Kia,5800,hatch,108,1.12,Diesel,yes,2008,Picanto,front
Renault,6800,sedan,87,1.4,Petrol,yes,2013,Symbol,front
Audi,51500,crossover,28,3,Diesel,yes,2014,Q7,full
Mercedes-Benz,0,crossover,0,3,Petrol,yes,2016,GLS 400,full
Lexus,32555,crossover,77,3.5,Petrol,yes,2011,RX 350,full
Mercedes-Benz,58999,crossover,0,2.2,Diesel,yes,2016,GLC-Class,full
Mercedes-Benz,40500,sedan,108,5.5,Petrol,yes,2010,S 500,full
Porsche,20999,crossover,68,4.8,Petrol,yes,2007,Cayenne,full
Audi,81999,crossover,0,2.98,Diesel,yes,2016,Q7,full
BMW,8100,sedan,246,3,Diesel,yes,2000,530,rear
Geely,7800,sedan,69,1.8,Petrol,yes,2012,Emgrand 7 (EC7),front