car,price,body,mileage,engV,engType,registration,year,model,drive
Skoda,8600,hatch,240,2,Petrol,yes,2003,Octavia Tour,front
Kia,6300,sedan,164,1.6,Petrol,yes,2007,Cerato,front
Toyota,28350,crossover,92,2.2,Diesel,yes,2013,Rav 4,full
Lexus,21500,sedan,100,2.5,Petrol,yes,2008,IS 250,full
Mercedes-Benz,4500,sedan,409,2.6,Petrol,yes,1991,E-Class,rear
Volkswagen,2200,sedan,272,1.9,Diesel,no,1998,Passat B5,front
Mercedes-Benz,9500,other,220,2.2,Diesel,yes,2005,Vito ïàññ.,rear
Hyundai,14900,crossover,172,2.2,Diesel,yes,2007,Santa FE,full
BMW,6500,sedan,300,2.8,Gas,yes,1997,528,rear
Honda,3200,sedan,330,1.4,Petrol,yes,1998,Civic,front
Nissan,16800,crossover,150,2,Petrol,yes,2012,X-Trail,full
BMW,18000,sedan,245,2.5,Petrol,yes,2007,523,rear
VAZ,0,hatch,12,1.3,Gas,yes,1986,2108,front
Renault,13600,vagon,164,1.5,Diesel,yes,2013,Grand Scenic,front
Subaru,12000,crossover,150,3,Petrol,yes,2006,Tribeca,full
ZAZ,2100,sedan,88,1.2,Gas,yes,2007,1103 Ñëàâóòà,front
Audi,12600,sedan,294,3,Gas,yes,2004,A8,front
Renault,5900,hatch,171,1.5,Other,yes,2005,Megane,front
Volkswagen,17900,crossover,167,3,Diesel,yes,2007,Touareg,full
Mitsubishi,8300,crossover,161,2,Petrol,yes,2005,Outlander,full
VAZ,900,sedan,100,1.5,Gas,yes,1986,2106,rear
Mercedes-Benz,18500,other,90,1.8,Petrol,yes,2008,C-Class,rear
VAZ,1250,sedan,150,99.99,Gas,yes,1987,2105,rear
Mercedes-Benz,12950,other,199,2.2,Diesel,yes,2012,Vito ãðóç.,
Mercedes-Benz,12700,other,199,2.2,Diesel,yes,2011,Vito ïàññ.,
Mercedes-Benz,5200,sedan,432,3,Diesel,yes,1992,E-Class,rear
Skoda,11500,vagon,85,1.4,Petrol,yes,2011,Octavia A5,front
Mazda,22300,sedan,29,2,Petrol,yes,2015,6,front
Mercedes-Benz,8600,sedan,240,3.2,Diesel,yes,2001,E-Class,rear
Mercedes-Benz,8500,van,281,2.2,Diesel,yes,2004,Vito ïàññ.,rear
Mercedes-Benz,0,sedan,245,2.2,Diesel,yes,2002,E-Class,
Audi,3150,vagon,310,2.5,Diesel,no,1999,A6,front
Honda,8600,sedan,117,1.8,Petrol,yes,2008,Civic,front
Volkswagen,16999,sedan,0,1.6,Petrol,yes,2016,Jetta,front
Hyundai,9999,sedan,42,1.4,Petrol,yes,2011,Accent,front
Volkswagen,16200,hatch,44,1.4,Petrol,yes,2012,Golf VI,front
Toyota,13699,crossover,160,2,Petrol,yes,2007,Rav 4,full
Renault,11200,van,157,1.5,Diesel,yes,2012,Grand Scenic,front
Volkswagen,3950,hatch,280,NA,Gas,yes,1996,Golf III,front
Volkswagen,71138,crossover,0,3,Diesel,yes,2016,Touareg,full
Renault,7440,other,148,1.5,Diesel,yes,2012,Kangoo ãðóç.,front
Daewoo,3000,sedan,178,1.4,Petrol,yes,2007,Lanos,front
Volkswagen,66346,crossover,0,3,Diesel,yes,2016,Touareg,full
Skoda,8000,sedan,250,1.6,Petrol,yes,2007,Octavia A5,front
Mercedes-Benz,219900,crossover,30,6.3,Petrol,yes,2013,G 63 AMG,full
Peugeot,5390,sedan,83,1.4,Petrol,yes,2009,206,
Volkswagen,2350,sedan,11,1.9,Other,no,2000,Passat B5,
Volkswagen,8700,vagon,250,1.9,Diesel,yes,2002,Passat B5,full
Skoda,3000,other,0,NA,Other,yes,2008,Octavia Tour,
Mercedes-Benz,23800,sedan,195,2.2,Diesel,yes,2010,E-Class,rear
Mercedes-Benz,24900,sedan,140,5.5,Petrol,yes,2009,S 550,full
Renault,8900,van,150,2,Diesel,yes,2009,Trafic ãðóç.,front
Volkswagen,5999,van,300,1.8,Gas,yes,1999,Sharan,front
Nissan,14700,crossover,65,2,Petrol,yes,2011,Qashqai,
Mitsubishi,9300,sedan,95,2,Petrol,yes,2007,Lancer X,front
Mercedes-Benz,40000,other,119,6.3,Petrol,yes,2008,ML 63 AMG,full
Volkswagen,19200,crossover,155,2.5,Diesel,yes,2008,Touareg,full
Renault,9500,van,275,2,Diesel,yes,2008,Trafic ïàññ.,front
Mercedes-Benz,7700,van,300,2.2,Other,yes,2004,Vito ïàññ.,rear
Volkswagen,42500,crossover,63,3,Diesel,yes,2014,Touareg,full
Aston Martin,65000,other,37,6,Petrol,yes,2006,DB9,rear
Mercedes-Benz,9500,vagon,180,3.2,Diesel,yes,2002,E-Class,rear
Mercedes-Benz,0,crossover,0,4.6,Petrol,yes,2016,GLS 500,full
Mercedes-Benz,3900,sedan,375,2,Petrol,yes,1990,190,rear
Toyota,43999,other,1,2.8,Diesel,yes,2016,Hilux,full
Mazda,12000,crossover,148,2.3,Gas,yes,2008,CX-7,full
Mercedes-Benz,109999,crossover,0,2.98,Diesel,yes,2016,GLS 350,full
Lexus,14500,sedan,160,3,Petrol,yes,2006,GS 300,rear
Skoda,14500,sedan,130,1.9,Diesel,yes,2013,Octavia A5,front
Toyota,9300,sedan,170,1.8,Gas,yes,2006,Avensis,front
Volkswagen,34000,crossover,92,3,Diesel,yes,2012,Touareg,full
Kia,8800,crossover,102,2,Diesel,yes,2008,Sportage,full
VAZ,1600,sedan,70,1.2,Petrol,yes,1986,2101,rear
Mitsubishi,2800,sedan,150,2,Gas,yes,1996,Galant,front
Land Rover,78900,crossover,55,3,Diesel,yes,2014,Range Rover Sport,full
BMW,86999,crossover,0,3,Diesel,yes,2016,X6,full
BMW,62000,crossover,1,2,Diesel,yes,2016,X5,full
BMW,8200,sedan,250,4.4,Petrol,yes,1997,540,
BMW,2900,sedan,225,2.5,Petrol,no,1997,523,rear
Renault,1800,hatch,1,1.4,Gas,yes,1988,11,front
BMW,67500,crossover,1,2,Diesel,yes,2016,X5,full
Volkswagen,19500,crossover,112,2.5,Diesel,yes,2008,Touareg,full
Renault,3600,van,22,1.9,Diesel,yes,2001,Kangoo ãðóç.,front
Renault,9999,van,185,1.5,Diesel,yes,2008,Kangoo ïàññ.,front
Opel,2999,sedan,310,1.6,Petrol,yes,1995,Vectra A,front
Porsche,13222,crossover,110,4.5,Gas,yes,2005,Cayenne,full
Lexus,18900,sedan,80,3.5,Petrol,yes,2007,ES 350,front
Mitsubishi,8200,crossover,210,2.4,Gas,yes,2007,Outlander,full
Toyota,12900,hatch,37,1.4,Petrol,yes,2013,Auris,front
BMW,2800,sedan,296,3,Diesel,no,2001,730,rear
Land Rover,36500,crossover,99,5,Petrol,yes,2011,Range Rover Sport,full
Ford,2000,hatch,100,2,Petrol,yes,1988,Sierra,
Mercedes-Benz,7200,van,285,2.2,Diesel,yes,2001,Vito ïàññ.,front
Mercedes-Benz,9300,sedan,342,2.6,Petrol,yes,2003,E-Class,rear
Audi,14900,crossover,183,3.6,Petrol,no,2007,Q7,full
Mercedes-Benz,13600,hatch,147,2,Diesel,yes,2008,B 200,rear
BMW,26900,sedan,158,5,Petrol,yes,2007,M5,rear
Volkswagen,20300,crossover,139,3,Diesel,yes,2008,Touareg,full
Mercedes-Benz,2700,sedan,337,2.3,Gas,yes,1988,230,rear
Volkswagen,20800,crossover,151,3,Diesel,yes,2008,Touareg,full
Volkswagen,24900,sedan,1,1.6,Diesel,yes,2016,Jetta,front
Lexus,15400,sedan,127,3,Petrol,yes,2006,GS 300,full
Volkswagen,24900,sedan,1,1.6,Diesel,yes,2016,Jetta,front
Volkswagen,21900,crossover,136,3,Diesel,yes,2008,Touareg,full
BMW,8900,sedan,256,2.2,Petrol,yes,2002,5 Series,
BMW,4999,sedan,256,2.5,Diesel,no,2001,525,rear
Volkswagen,8800,other,217,1.9,Diesel,yes,2005,Passat B5,front
Mercedes-Benz,6900,sedan,350,3,Diesel,yes,1994,E-Class,rear
Hyundai,7000,sedan,100,1.6,Petrol,yes,2008,Accent,front
Lexus,22700,crossover,68,NA,Other,yes,2008,RX 400,full
Mercedes-Benz,4900,van,262,2.3,Diesel,yes,1998,Vito ãðóç.,rear
Mercedes-Benz,25500,sedan,137,2.2,Diesel,yes,2012,E-Class,rear
Mercedes-Benz,13600,van,172,2.2,Diesel,yes,2013,Vito ãðóç.,rear
Ford,8000,vagon,230,2.2,Diesel,yes,2006,Transit ïàññ.,front
Honda,9750,sedan,84,1.3,Petrol,yes,2008,Civic,front
ZAZ,1850,van,145,1.2,Gas,yes,2007,110557,front
BMW,16700,sedan,150,2,Diesel,yes,2008,520,rear
Toyota,8888,sedan,172,1.8,Gas,yes,2005,Avensis,front
Mercedes-Benz,0,sedan,23,5.5,Petrol,yes,2011,S 550,full
Toyota,14900,sedan,106,2.4,Petrol,yes,2008,Camry,front
Daewoo,3700,sedan,135,NA,Gas,yes,2004,Lanos,front
Kia,17800,sedan,114,1.7,Diesel,yes,2013,Sportage,front
Mercedes-Benz,4000,sedan,300,1.8,Petrol,yes,1996,C-Class,rear
SsangYong,17900,crossover,67,2.7,Diesel,yes,2012,Rexton II,full
Suzuki,15000,crossover,130,2.7,Petrol,yes,2007,Grand Vitara,full
Ford,9200,hatch,108,1.4,Diesel,yes,2012,Fiesta,
BMW,81000,sedan,23,4.4,Petrol,yes,2014,M5,rear
Mercedes-Benz,17300,sedan,184,1.8,Gas,yes,2008,E-Class,rear
Lexus,75500,crossover,50,4.6,Petrol,yes,2015,LX 570,full
Chevrolet,6400,hatch,90,1.6,Petrol,yes,2008,Lacetti,front
Volkswagen,17500,sedan,76,1.8,Petrol,yes,2012,Passat B7,front
Hyundai,6000,van,130,1.6,Petrol,yes,2007,Matrix,front
Renault,8550,van,160,1.5,Diesel,yes,2014,Kangoo ãðóç.,front
Mazda,7999,sedan,122,NA,Gas,yes,2007,3,front
Skoda,7800,sedan,155,1.8,Gas,yes,2005,Superb,front
Mercedes-Benz,15000,other,82,1.8,Petrol,yes,2004,SLK 200,rear
Honda,9800,sedan,158,1.34,Other,yes,2008,Civic,front
Opel,4476,sedan,290,2,Gas,yes,1998,Omega,rear
Volkswagen,8500,vagon,200,1.9,Diesel,yes,2003,Passat B5,front
Mercedes-Benz,12800,van,193,2.2,Other,yes,2011,Vito ãðóç.,rear
Opel,9700,van,160,2,Diesel,yes,2012,Vivaro ãðóç.,front
Hyundai,8600,sedan,189,3.3,Petrol,yes,2006,Sonata,front
Ford,4950,sedan,146,2,Petrol,yes,2001,Focus,front
Skoda,12400,sedan,110,1.8,Petrol,yes,2012,Octavia A5,front
Opel,2900,hatch,260,1.4,Petrol,yes,1992,Astra F,front
Peugeot,9300,hatch,49,1,Petrol,yes,2014,107,front
Daewoo,3900,sedan,220,1.5,Petrol,yes,2004,Lanos,front
Mitsubishi,8000,sedan,67,1.5,Petrol,yes,2009,Lancer X,front
Mitsubishi,6300,sedan,116,1.5,Petrol,yes,2008,Lancer X,front
Mercedes-Benz,7800,hatch,125,2.3,Petrol,yes,2001,C-Class,rear
Peugeot,9700,vagon,148,1.6,Other,yes,2008,Partner ïàññ.,front
ZAZ,4500,sedan,74,1.6,Gas,yes,2010,Lanos,front
Opel,3400,vagon,164,1.9,Diesel,no,2005,Vectra C,front
Toyota,15300,other,116,2.4,Petrol,yes,2009,Camry,front
Renault,9150,van,220,2,Diesel,yes,2007,Trafic ïàññ.,front
Mercedes-Benz,12900,van,185,2.2,Diesel,yes,2011,Vito ãðóç.,rear
Subaru,4100,vagon,209,2.2,Petrol,yes,1996,Legacy,full
Toyota,13800,other,160,3.5,Gas,yes,2006,Camry,front
BMW,9500,crossover,110,3,Diesel,no,2008,X6,
Fiat,8800,sedan,112,1.3,Diesel,yes,2014,Linea,front
Renault,6700,hatch,96,1.4,Petrol,yes,2010,Sandero,front
Renault,6300,van,149,1.5,Other,yes,2011,Kangoo ãðóç.,front
Mercedes-Benz,13800,sedan,222,3,Gas,yes,2007,E-Class,full
Citroen,21900,hatch,41,2,Diesel,yes,2013,DS4,front
Renault,0,van,153,2,Diesel,yes,2012,Trafic ãðóç.,front
Toyota,24000,crossover,152,4,Gas,yes,2006,Land Cruiser Prado,full
Hyundai,6700,sedan,95,1.6,Petrol,yes,2008,Accent,front
Opel,9700,other,141,2,Diesel,yes,2011,Vivaro ãðóç.,front
Mercedes-Benz,13995,van,126,2.2,Diesel,yes,2013,Vito ïàññ.,
Volkswagen,8200,sedan,180,NA,Petrol,yes,2007,Jetta,front
Volkswagen,2200,hatch,118,1.4,Petrol,no,2001,Lupo,front
Opel,7800,van,212,1.9,Diesel,yes,2002,Vivaro ïàññ.,front
Mercedes-Benz,10200,sedan,154,2.5,Petrol,yes,2006,C-Class,rear
Hyundai,10500,hatch,50,1.4,Petrol,yes,2011,i30,front
BMW,13000,sedan,304,4.4,Other,yes,2002,745,
Toyota,7900,sedan,170,3,Petrol,yes,2004,Camry,front
Mitsubishi,10200,crossover,99,2,Gas,yes,2008,Outlander,full
Renault,5650,van,140,1.4,Petrol,yes,2009,Kangoo ïàññ.,front
Volkswagen,9200,van,268,2.5,Diesel,yes,2003,T4 (Transporter) ïàññ.,full
Volkswagen,12900,sedan,136,1.6,Diesel,yes,2010,Passat B6,front
Lexus,43000,crossover,33,3.5,Petrol,yes,2013,RX 350,full
Mercedes-Benz,15900,vagon,219,3,Diesel,yes,2007,E-Class,rear
Mercedes-Benz,18000,van,147,2.2,Diesel,yes,2013,Vito ãðóç.,rear
Renault,7600,other,125,1.5,Diesel,yes,2013,Kangoo ãðóç.,front
Mercedes-Benz,3500,sedan,250,2.7,Diesel,no,2001,E-Class,rear
Tesla,89000,sedan,1,NA,Other,yes,2016,Model S,rear
Tesla,99000,sedan,15,0.7,Other,yes,2015,Model S,full
Tesla,185000,crossover,1,NA,Other,yes,2016,Model X,full
Tesla,56000,sedan,9,NA,Other,yes,2014,Model S,rear
Tesla,59000,sedan,20,1,Other,yes,2013,Model S,rear
Tesla,60500,sedan,5,NA,Other,yes,2015,Model S,rear
Daewoo,3500,sedan,173,1.5,Petrol,yes,2006,Lanos,front
SsangYong,13800,crossover,135,2.7,Diesel,yes,2010,Rexton II,full
Volkswagen,12999,van,237,2.5,Diesel,yes,2005,T5 (Transporter) ïàññ.,front
Toyota,21000,crossover,74,2,Petrol,yes,2011,Rav 4,full
Mercedes-Benz,19700,sedan,220,2.2,Diesel,yes,2009,E-Class,
Mercedes-Benz,15000,sedan,67,2.8,Other,yes,1995,E-Class,rear
Toyota,21999,crossover,69,3.5,Petrol,yes,2008,Highlander,full
Mercedes-Benz,16800,sedan,125,1.8,Petrol,yes,2008,C-Class,rear
Land Rover,53500,crossover,69,3,Diesel,yes,2012,Range Rover Sport,full
SsangYong,11500,crossover,165,2.7,Diesel,yes,2008,Rexton II,full
Lexus,32500,crossover,79,3.5,Petrol,yes,2011,RX 350,full
Ford,28999,sedan,2,2.5,Petrol,yes,2015,Mondeo,front
Toyota,0,crossover,0,4.5,Diesel,yes,2016,Land Cruiser 200,full
Mercedes-Benz,14100,van,138,2.2,Diesel,yes,2009,Vito ïàññ.,rear
Volkswagen,11900,vagon,132,1.4,Petrol,yes,2011,Golf VI,front
Skoda,13400,sedan,76,1.8,Petrol,yes,2013,Octavia A5,front
BMW,13999,sedan,265,3,Diesel,yes,2005,730,rear
Honda,16700,sedan,71,2,Petrol,yes,2011,Accord,front
Mercedes-Benz,11500,van,200,2.2,Diesel,yes,2010,Vito ãðóç.,rear
Opel,5900,sedan,158,1.6,Petrol,yes,2004,Astra G,front
Toyota,9500,other,90,1.6,Other,yes,2008,Corolla,front
Skoda,8200,sedan,224,1.8,Petrol,yes,2009,Octavia Tour,front
BMW,8990,other,300,2.2,Petrol,yes,2002,320,rear
BMW,2500,sedan,44,2.5,Diesel,no,1997,525,rear
Skoda,8500,hatch,144,NA,Other,yes,2006,Octavia Tour,
Mitsubishi,5500,sedan,165,1.6,Petrol,yes,2006,Lancer,front
Geely,6700,crossover,18,NA,Gas,yes,2014,MK Cross,full
Subaru,13800,crossover,165,3.6,Petrol,yes,2008,Tribeca,full
Daewoo,1900,sedan,159,1.5,Gas,yes,2004,Lanos,front
Mercedes-Benz,2700,sedan,400,2.9,Diesel,yes,1997,E-Class,rear
Mercedes-Benz,5500,other,220,2.2,Diesel,yes,2002,Vito ïàññ.,front
Volkswagen,10000,van,160,1.6,Diesel,yes,2012,Caddy ãðóç.,front
BMW,3300,sedan,360,2.5,Petrol,yes,1992,525,rear
Volkswagen,13300,sedan,133,1.8,Petrol,yes,2008,Passat B6,front
Jaguar,30900,sedan,55,2,Petrol,yes,2013,XF,rear
BMW,5700,sedan,252,2.5,Diesel,yes,1997,525,rear
Mercedes-Benz,46500,crossover,127,5,Petrol,yes,2008,G 500,full
Audi,55000,crossover,100,6,Diesel,yes,2009,Q7,full
Skoda,7450,vagon,150,1.4,Petrol,yes,2010,Fabia,front
Daewoo,2800,sedan,133,1.5,Gas,yes,2000,Lanos,front
Mercedes-Benz,11900,sedan,167,1.8,Petrol,yes,2005,C-Class,rear
Toyota,12450,sedan,162,3.5,Gas,yes,2007,Camry,front
Opel,2100,vagon,250,2.5,Diesel,no,2001,Omega,rear
Skoda,5400,sedan,203,1.6,Gas,yes,2003,Octavia Tour,front
Mitsubishi,6999,sedan,113,1.5,Petrol,yes,2007,Lancer X,front
VAZ,4000,sedan,130,1.6,Petrol,yes,2005,2110,front
Land Rover,36700,crossover,87,5,Petrol,yes,2010,Range Rover Sport,full
Land Rover,41500,crossover,95,5,Petrol,yes,2010,Range Rover,full
Subaru,6700,sedan,137,1.6,Petrol,yes,2005,Impreza,full
Skoda,8000,sedan,166,1.9,Diesel,yes,2007,Octavia Tour,front
Volkswagen,14500,crossover,173,2.5,Diesel,yes,2005,Touareg,full
Peugeot,12500,other,225,2.2,Diesel,yes,2011,Boxer ãðóç.,front
Opel,12200,van,145,2,Diesel,yes,2013,Vivaro ïàññ.,front
Mitsubishi,15200,crossover,193,3,Gas,yes,2008,Pajero Wagon,full
Volkswagen,9300,vagon,150,2,Petrol,yes,2008,Passat B6,front
Mercedes-Benz,0,crossover,1,3,Diesel,yes,2016,GLS 350,full
Mercedes-Benz,0,sedan,29,6,Petrol,yes,2011,S-Guard,rear
Land Rover,38500,other,56,2,Petrol,yes,2013,Range Rover Evoque,full
Mercedes-Benz,3900,sedan,111,2.5,Diesel,yes,1989,E-Class,rear
Mitsubishi,6400,sedan,127,1.6,Petrol,yes,2006,Lancer,front
Kia,17700,crossover,50,2,Petrol,yes,2012,Sportage,front
VAZ,1850,hatch,50,1.5,Petrol,yes,1992,2109,front
Hyundai,8700,other,62,1.25,Petrol,yes,2013,i20,
Opel,7300,vagon,280,2.5,Diesel,yes,2003,Omega,rear
Mitsubishi,8000,sedan,119,NA,Petrol,yes,2007,Lancer,front